"ASIN","Country Code","Product Title","Product Review URL","Review Rating","Review Date","Reviewer URL","Reviewer Name","Reviewer ID","Review Title","Review Text","Verified Review","Variation ASIN","Deleted","Style"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3R6TD9C5QI8TH","5.0","2018-11-21","https://www.amazon.in/gp/profile/amzn1.account.AHNWO6TDJKHDE3FZDZBA7TMHLWRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Debpriyo","AHNWO6TDJKHDE3FZDZBA7TMHLWRA","Go for it","Laptop is great for the amount.you do need to add a ssd and a 4gb ram so...add 5k to it.still cheaper and better than any laptop of its range.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3BSQ5M7H11O0J","1.0","2018-11-21","https://www.amazon.in/gp/profile/amzn1.account.AE6SKQRB6YB7R4DAZRBB2HHZOMOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Udyon Goswami","AE6SKQRB6YB7R4DAZRBB2HHZOMOA","Hopless","Battery is not working well,  it last only hardly 3 hours even after full charging. Hopeless product","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2VROCJF456UGE","3.0","2018-11-21","https://www.amazon.in/gp/profile/amzn1.account.AEQTI5TOUU2PWPBVYQOZJEQRMHDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amazon Customer","AEQTI5TOUU2PWPBVYQOZJEQRMHDA","Great at this price range","HDD is too slow, not as expected. Windows ask for frequent update which in turn slows down the system.
Except these issues, everything is fine.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RZUX05EW04I2Z","2.0","2018-11-19","https://www.amazon.in/gp/profile/amzn1.account.AGWAMYFNEVPEVMW22SIWONPJRV2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Jithin","AGWAMYFNEVPEVMW22SIWONPJRV2A","Not the best for editing","Due to less Video RAM i cant even work with Adobe Photoshop CC 2018 it shows no enough VRAM..it shows pure performance in Asphalt 9..Build for midrange games..even high range with a decent gaming performance.. battery life is almost as mentioned if there is no network connected..it doesnt feel much heavy..i bought it in great indian festival sale..Got for 23990..for that rate its awsome..im sad about that VRAM issue..","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2BEASEZZ30NWE","1.0","2018-11-19","https://www.amazon.in/gp/profile/amzn1.account.AFC3P5VW6IISR5VRXEKDVILBF6FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","VERIFIED Buyer","AFC3P5VW6IISR5VRXEKDVILBF6FQ","Do not buy with Ryzen Processor","Not at all a good product.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RBFWH69IMAETT","5.0","2018-11-19","https://www.amazon.in/gp/profile/amzn1.account.AE6LE6VUOWIMENT77QIBG46J33YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","girigowda","AE6LE6VUOWIMENT77QIBG46J33YA","Value for money.","I bought this laptop as it was very cheap and came with RYZEN 3 processor. I wanted mid-range optimum laptop for all the work including daily use and photoshop and after effects. Due to Microsoft Windows OS the lagging is there, however if you add 8GB more to lap of SODIMM 2400MHZ RAM then 12GB in total would help latop do any work you want without interupting other work and distributin of threads for work is awesome and handelled well by CPU.
As I do not play games, I do not know how good the graphics part is, however it helps after effects very much faster than my old laptop. Thankx to HP. Thankx for the seller for this price.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1S10JALHDL5JE","3.0","2018-11-19","https://www.amazon.in/gp/profile/amzn1.account.AEVUZAIOQLAZPPUZAQTJ3BSVJSDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","subirkumards","AEVUZAIOQLAZPPUZAQTJ3BSVJSDA","HP 15 AMD Ryzen 3","Very Slow!!! Battery life is not up to the mark at all!!!","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R39LW780RHT8GZ","4.0","2018-11-18","https://www.amazon.in/gp/profile/amzn1.account.AE4GGYJXS6T4BB77ILTTKQCAKYBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amit P.","AE4GGYJXS6T4BB77ILTTKQCAKYBA","Value for money laptop","Value for money laptop from hp. Better to wait for the deals and buy it for 25k. After festival deals are over, the price is showing 32k.
Initially it was slow and was taking around 2 minutes to fully load windows 10. After reading rivews and suggestions, i bought additional 4gb ram and 128 gb ssd and installed it. (How to do it yourself and about installation process, you can find in YouTube)
Now its booting really fast. Windows load within 25 seconds.
So better will be to wait for the good deal and spend rest of the money in upgrading ram and ssd. So finally within 30k you will get a laptop which will be fast enough to compare with i5 powered notebooks. Thanks","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R27X4EBWDS6NYX","5.0","2018-11-18","https://www.amazon.in/gp/profile/amzn1.account.AFUOZTNX2JK4IIFXYQL5R4UJ5KUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","MANISH RANJAN","AFUOZTNX2JK4IIFXYQL5R4UJ5KUQ","Good at price","Value for money","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1VIVW4AA3XNHZ","3.0","2018-11-17","https://www.amazon.in/gp/profile/amzn1.account.AGRXG6F5JCR6GJQ4UAIHARLIS7XQ","utpal s.","AGRXG6F5JCR6GJQ4UAIHARLIS7XQ","not happy","battery life was not up to the mark.. processor is slow..","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R308YDCD7FHWKH","4.0","2018-11-17","https://www.amazon.in/gp/profile/amzn1.account.AHA3IWY2S5HAVLKD7OQY6EBKWDSA","JAIkumar Nadagoud","AHA3IWY2S5HAVLKD7OQY6EBKWDSA","But process is slow","Nice","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3RBAP3QCTWUNQ","4.0","2018-11-16","https://www.amazon.in/gp/profile/amzn1.account.AFZHGM6JHORKXZCMWL7FS3IKAUUA","Aniket Abhijeet Mestri","AFZHGM6JHORKXZCMWL7FS3IKAUUA","Good laptop... value for money","Battery drains out in 3 hrs.
Its a good laptop indeed. Ryzen 3 works extremely good. I would suggest to upgrade ram to 8 gb for more multitasking. I found no lags when playing 4k video. You can play games like CS, GTA.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2DXX6KCEPW4T4","5.0","2018-11-16","https://www.amazon.in/gp/profile/amzn1.account.AFVPEB5722FRDT4EZQ2GVPIXZPGA","Dave Jeetendra","AFVPEB5722FRDT4EZQ2GVPIXZPGA","Nice laptop","Nice laptop in amazing price","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R19BOW94JWKTA4","1.0","2018-11-16","https://www.amazon.in/gp/profile/amzn1.account.AHPZ6AKWA4JZI4GWTN2UY55FGBZQ","Amit Kumar","AHPZ6AKWA4JZI4GWTN2UY55FGBZQ","Received product with manufacturing defect and tampered product on replacement. Worst experience.","Received it with manufacturing defect. Wifi adapter was not working properly. Replacement was done but after replacement received a used/refurbished/tampered laptop with local packing on the HP box under the amazon packaging. Finally I have returned the product.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3S4F5G766H7H6","3.0","2018-11-15","https://www.amazon.in/gp/profile/amzn1.account.AEC6WCHNMN2GNTDV46FMQ4ZRKZZA","KBNAIDU","AEC6WCHNMN2GNTDV46FMQ4ZRKZZA","ok","Ok","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1HJNSDBZK0FOJ","5.0","2018-11-15","https://www.amazon.in/gp/profile/amzn1.account.AFFDWGM62PIGGJF6335EQUHSLCUQ","nandha","AFFDWGM62PIGGJF6335EQUHSLCUQ","Grand HP","Good:Looking very stylish and overall it's worth for Money.
Bad : But the main drawback is battery.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3F1VKIRQZQXTD","4.0","2018-11-14","https://www.amazon.in/gp/profile/amzn1.account.AH2COIO3XBWEF2TRUEV6BDOBH3UQ","Kiran","AH2COIO3XBWEF2TRUEV6BDOBH3UQ","Money's worth","Nice product from HP. Except the processor is a bit slow... Didn't face much problems.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RUW06VY6NMQUF","5.0","2018-11-14","https://www.amazon.in/gp/profile/amzn1.account.AGX64VRTYYZN63ELRU4YYRD2PSKA","RAHUL SHARMA","AGX64VRTYYZN63ELRU4YYRD2PSKA","Meet Expectations in this price range(25990)Rs in Sale","Nice Product ..","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2F85G1UPR58DG","5.0","2018-11-13","https://www.amazon.in/gp/profile/amzn1.account.AGWFNGJVCSYTCXBETMTJTKV5DLYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","C.arora","AGWFNGJVCSYTCXBETMTJTKV5DLYA","Excellent .","Overall its a good product at this price point. Fully satisfied.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2SKV3XBMM8YP0","5.0","2018-11-13","https://www.amazon.in/gp/profile/amzn1.account.AFKPKQJIJTAW6W4SZXTYJJHK3H5A","Muthuvelu","AFKPKQJIJTAW6W4SZXTYJJHK3H5A","Super","Super labtop","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RBH170NO4EPHG","3.0","2018-11-12","https://www.amazon.in/gp/profile/amzn1.account.AFCQNJLKOGKQTTX7OHMQT7XE4JBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","veeraiah chowdary","AFCQNJLKOGKQTTX7OHMQT7XE4JBQ","Battery life mentioned in the description was fake","Battery life is not good. In the description mentioned as 13 hours. Originally it was lasting for 4 hours","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R6BUFGJCV4EWX","5.0","2018-11-12","https://www.amazon.in/gp/profile/amzn1.account.AFD7XO5FZHMFE5XXK5ZK3Y6C2MLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Joseph D.","AFD7XO5FZHMFE5XXK5ZK3Y6C2MLA","Best in the price range with a ram upgrade","I got this laptop for a steal. I bought it during the Great Indian Sale for only 17000, including 7200 discount in return for my old laptop. It had decent performance, but upgrading ram to 8gb has been worth every rupee. I am able to play graphic intense game like GTA V with almost zero lag or frame drops. If you're a student like me, who games occasionally and needs a laptop for browsing and general usage, go for it. However I would suggest that you wait for a sale or a better offer.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/REPF1OFZIEBPA","1.0","2018-11-12","https://www.amazon.in/gp/profile/amzn1.account.AELOMNVYN5T5NWHYQMPLE4ULMNLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Sahish","AELOMNVYN5T5NWHYQMPLE4ULMNLQ","No display","No display for laptop","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1JCI9BS4UM1ZX","5.0","2018-11-12","https://www.amazon.in/gp/profile/amzn1.account.AEAURVEP7K4ZIG3AB2Y5OUTUL3SQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Asif","AEAURVEP7K4ZIG3AB2Y5OUTUL3SQ","Value for money","It is a good buy, battery life is average for everyday use","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1ZTFBG5VM7Y8T","5.0","2018-11-11","https://www.amazon.in/gp/profile/amzn1.account.AHDKV6XDVXFBMGKCAQN5ZMQS2LWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Atmaram warang","AHDKV6XDVXFBMGKCAQN5ZMQS2LWQ","Good","Good product","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2XZ2ZF6278K1I","4.0","2018-11-10","https://www.amazon.in/gp/profile/amzn1.account.AH55D46DDP3ERHDDLR4TSGYGUGJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amazon Customer","AH55D46DDP3ERHDDLR4TSGYGUGJA","Great buy at Festival Price point of 24K","I Use it for browsing the net and light gaming.
So far very satisfied with the product.
Rest all your doubts on AMD, this one is a deal clincher at the given festival price point.
Pros
Total value for money at 24k- all ports available including DVD RW
The Ryzen 3 is good, no problems with that- comparable to i5 IMHO, Can handle videos and games smoothly
4GB RAM is just about enough- but maybe less for W10
The key board and touchpad are convinient to use
Sound is loud and good
Cons
Battery backup is just about 2.5hrs max- 3 Cell only
Slow to bootup- Windows 10 maybe
Lot of bloatware, but you can uninstall
You get what you pay(YGWUP)
Plain Jane looks
The screen resolution is poor- only HD
Keyboard not easy to use at night/ low light
Suggestions for upgrade
Go for SSD -120 GB on Amazon  for 2.5K
RAM needs a boost - 8GB maybe
Screen replacement to FHD
Do this and you may leave light behind!
All in all, if you are looking for a loaptop to surf the web, do weekend office work and play games ocassionally and want a budget laptop go for it, you will surely not be disappointed.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2WDZ2ONJ1WO21","2.0","2018-11-09","https://www.amazon.in/gp/profile/amzn1.account.AGQFFIFOHEYOXSPDZ5II4BQNF5LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amazon Customer","AGQFFIFOHEYOXSPDZ5II4BQNF5LQ","DONT GO FOR THIS","BATTERY DRAINS FAST
PROCESSING IS SLOW
LONG BOOT TIME.
BELOW AVERAGE","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2J0F91KTF8JQZ","3.0","2018-11-09","https://www.amazon.in/gp/profile/amzn1.account.AHFD6FZESEQJKPEOBFQPQX4NT5SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Puran Kumar","AHFD6FZESEQJKPEOBFQPQX4NT5SA","Very slow working","Laptop is good under 25k
But it is very slow
Power button working after 5-10 sec
Hanging too much
Not satisfied
With this","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3URM12ZROQ2WJ","5.0","2018-11-09","https://www.amazon.in/gp/profile/amzn1.account.AHWBGI76DYGUKHVELCEOJYWZUAIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","KETAN RAMTEKE","AHWBGI76DYGUKHVELCEOJYWZUAIQ","Best Value for money. Perfect for college students and professionals who rely on MS Office.","Got it for 24k in a sale.
Initially, I was using Lenovo z500 which has i5 and dedicated graphics card and surprisingly this laptop beats it in the benchmark. So I can say for sure that its better choice than i3 based laptops any time.
4GB of ram is not enough if you want lag-free performance, I upgraded it with extra 4GB of ram and 120GB SSD and after that programs like Photoshop, Android Studio starts up almost instantly, on HDD it used to take at least minute or so and on my Lenovo, it takes significantly longer. There is no competition between my old i5 rig and this one, Ryzen 3 is owning i5 :D
Battery Backup is advertised as 10+ hrs but in the real world use, it is giving me 4-5 hrs of web browsing+programming+video playback. Still best in this range.
The screen is not FHD and considering price it was expected, it's good enough. I am not a gamer so can't say about its refresh rate but for my use Screen is not bad for me at least.
The keyboard is very good, very good for programmers.
Speakers are decent, not too good, not too bad.
M.2 Slot is a big plus. Just Install SSD and see this thing blazing through anything and everything you throw at it.
Ports: You get plenty of ports, USB ports seemed bit tight though. Addition of USB Type C would have been great.
Trackpad is good too.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R20T6E57PUCAW1","5.0","2018-11-08","https://www.amazon.in/gp/profile/amzn1.account.AG5HR4CXAMDBFCUFSKLPIE37SRVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Hari Prasadh","AG5HR4CXAMDBFCUFSKLPIE37SRVQ","awesome","good","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RJH2HYHG9J28E","4.0","2018-11-08","https://www.amazon.in/gp/profile/amzn1.account.AF4BHP4KCIN3RQBLBEPCOAVCXLRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Mohammad Akram","AF4BHP4KCIN3RQBLBEPCOAVCXLRQ","Troubles with PUBG","This Laptop is good for daily uses...not for gamers...
Build quality and rest of things are fine","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RSU8ARGT03FMV","5.0","2018-11-08","https://www.amazon.in/gp/profile/amzn1.account.AGYLG6MS6CGBILNTYIHFNXFJR2RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","haridha","AGYLG6MS6CGBILNTYIHFNXFJR2RQ","Fantastic laptop..design marvelous..Hp great !!","Worth to buy..I got this 22k ..1500 instant discount+ 1k caskback offer by Amazon pay..","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1KOFLG01EVFFX","1.0","2018-11-07","https://www.amazon.in/gp/profile/amzn1.account.AGYUIHN52K7FHPZLJOGKX5SUV5QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","VC","AGYUIHN52K7FHPZLJOGKX5SUV5QA","Product is slow and not worth the money","Product is slow and not as per description. Dont buy this product, not worth the price. Takes too long to open or save files","No","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3QW5UZ5XJDTZ6","1.0","2018-11-07","https://www.amazon.in/gp/profile/amzn1.account.AH5MDITSCI5V7MAU3MRJQ7RL2QRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","mohit","AH5MDITSCI5V7MAU3MRJQ7RL2QRA","I have not got the free bag","I have not got the bag. While it was return i will get the free bag","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1AXZ2KYNTVLAI","1.0","2018-11-06","https://www.amazon.in/gp/profile/amzn1.account.AF6LDNCXCV56MZHPV3HAYPD2E4LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Shamim shaikh","AF6LDNCXCV56MZHPV3HAYPD2E4LA","Very bad","This amazon side is very bad.... they sell bad product only..... this hp laptop start giving problem in just15 day........ very bad...... keeping all 2nd hand product","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RYBLLFA1ZQ571","4.0","2018-11-06","https://www.amazon.in/gp/profile/amzn1.account.AFRCQ6MXZRWN63BCPM3FKPINWEQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Debojyoti Saha","AFRCQ6MXZRWN63BCPM3FKPINWEQA","Good Value","I have upgraded the RAM to 8 GB. The RAM specification that you need is DDR4 2400 Mhz SDRAM. There are 2 slots, so adding another RAM isnt an issue. Dont try to open the laptop yourself as its not easy, take it to someone who knows HP laptops well. The responsiveness of the laptop has improved tremendously with this RAM addition. In case someone needs further enhancement of the performance, I would recommend adding an SSD as M2 slot is available but I didnt find the need as of now. Adding the picture of the RAM that I installed","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1OG65Q1SN4G62","4.0","2018-11-05","https://www.amazon.in/gp/profile/amzn1.account.AHZ2DJ3R264PVA3376TQRLRGRNSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Hemant kumar","AHZ2DJ3R264PVA3376TQRLRGRNSA","Nice laptop under 25000","Value for money","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1REFNX79AHYT3","5.0","2018-11-05","https://www.amazon.in/gp/profile/amzn1.account.AEE2FFR4SAICLCHWYFS6BZ4SGMBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Danish Mevati","AEE2FFR4SAICLCHWYFS6BZ4SGMBQ","Excellent...","The Product Is Excellent..A Value For Money Deal. It’s an Great Deal. Excellent Display & Features.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RPLVMYTF0JFVV","3.0","2018-11-04","https://www.amazon.in/gp/profile/amzn1.account.AE62IXTUWNOBAFOSSVVXB6AJYISA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Praveen","AE62IXTUWNOBAFOSSVVXB6AJYISA","Good for light users.","First of all it isself not a complete laptop but it gives you options to make it a good machine. Which you will not get on other laptops under this price.
Hardrive is extremly slow. Though it shows it 5400rpm but blevive it works like a 10 years old harddrive worls.
Boot is extreamy slow. Takes around 1 minute to turned on completely. (i have. Removed AV and HP product software which comes preinstalled)
Copy process is also slow.
Good part is : you have M.2 slot. So you can M.2 SSD hardrive for OS and believe me you will see more than 10 times difference in boot time as compared to his own disk.
Second good thing is that it has 2 memory slots where you can add up to 16gb memory. I small problem which i noticed is that the memory is ddr4 ram with 2666mhz which higher than what they have mentioned in to the specification. and if you are planning to upgrade memory parallely then please buy a compatible memory.
Rest everything seems to be fine.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R38B6PD3R1SFPV","1.0","2018-11-04","https://www.amazon.in/gp/profile/amzn1.account.AGO7YLAE4RPC3GNVU2RJYP235XSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","ravikant","AGO7YLAE4RPC3GNVU2RJYP235XSQ","Worst Laptop Experience","After Unfolding ,when I press power button even I am not able to start it. It's fan sound is too high or silencer is not working.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
